id,status,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
1044,0,engineering,,0.715750225,3,,medium,0.267915217,2
1045,1,sales,,0.560966062,2,,low,0.479778048,3
1046,0,sales,,0.398884586,3,,medium,0.507510724,3
1047,0,,1,0.724730778,4,,medium,0.094758571,5
1048,1,sales,,1,5,,low,0.787196558,5
1049,0,management,,0.642514307,3,,high,0.74711598,3
1050,0,support,1,0.525494102,4,,low,0.447548046,5
1051,1,finance,,0.41964611,2,,low,0.386689205,3
1052,0,sales,,0.711928189,6,,medium,0.108070783,2
1053,0,sales,,0.977468278,2,,low,0.78936162,3
1054,0,sales,,0.711911838,4,,low,0.668489418,2
1055,1,sales,,0.419956371,2,,low,0.386450502,3
1056,0,sales,,,5,,low,0.82078397,2
1057,1,sales,,,2,,low,0.357567973,3
1058,1,engineering,,0.506786063,2,,low,0.413922634,3
1059,0,sales,,0.730811591,5,,low,0.796427684,2
1060,1,sales,,0.527754928,2,,low,0.381956103,3
1061,0,sales,,0.716186557,3,,low,0.556536524,3
1062,0,sales,,,4,,medium,0.710563465,3
1063,0,product,,0.777278706,4,,medium,0.521745655,10
1064,0,sales,,,3,,medium,0.873353484,2
1065,0,sales,,0.579585347,3,,high,0.623915302,3
1066,0,finance,1,0.390453746,3,,low,0.270413492,4
1067,1,admin,,0.888436987,5,,low,0.852598736,5
1068,0,support,,0.596962834,5,,medium,0.815484572,2
1069,0,sales,,0.920258479,4,,low,0.659967021,3
1070,0,sales,,0.494260939,3,,low,0.641354725,2
1071,0,temp,,,2,,low,,
1072,0,sales,,0.852073353,6,,medium,0.165887611,7
1073,1,support,,0.567431853,2,,medium,0.382147692,3
1074,0,finance,,0.585700356,5,,low,0.560831578,4
1075,0,,,,4,,medium,1,3
1076,0,support,,0.675468132,5,,low,0.807455819,2
1077,0,engineering,,0.715408007,3,,medium,0.714798271,2
1078,0,marketing,,0.607568013,4,,medium,0.723288588,2
1079,1,support,,0.509993125,2,,low,0.508969502,3
1080,0,sales,,0.826350416,3,,low,0.968594871,3
1081,0,sales,,0.819018779,3,,medium,0.973100007,2
1082,0,support,,0.734963743,3,,medium,1,2
1083,0,product,,0.647089563,4,,low,0.54257062,2
1084,0,sales,,0.538229874,4,,high,0.739551816,3
1085,1,marketing,1,0.921653184,4,,low,0.792673078,5
1086,0,engineering,,0.891202999,6,,low,0.26996676,8
1087,0,management,,0.750999933,3,,high,0.777164678,3
1088,0,information_technology,1,0.574217569,3,,low,0.485765843,2
1089,1,product,,0.487890451,2,,low,0.343576129,3
1090,1,IT,,,2,,medium,0.401192043,3
1091,0,management,,0.974072922,4,,high,0.795556034,4
1092,1,product,,,2,,medium,0.317099052,3
1093,0,sales,,1,5,,low,0.944302981,3
1094,0,support,,0.501484258,5,,medium,0.962035723,2
1095,0,,,0.791179666,3,,medium,0.967661037,2
1096,0,admin,,0.895248975,3,,low,0.739010863,3
1097,0,IT,,0.696526492,4,,high,0.618091872,3
1098,0,product,,0.824953145,4,,low,0.841146451,3
1099,0,marketing,1,0.619854937,5,,medium,0.837422816,3
1100,0,management,,0.645947988,5,,medium,0.46247367,5
1101,0,information_technology,,0.746617148,3,,medium,0.630785417,3
1102,1,engineering,,0.774554506,6,,low,0.110973757,4
1103,0,sales,,0.68550549,4,,low,0.567272428,4
1104,1,procurement,,0.86551418,6,,low,0.135555029,5
1105,0,engineering,,,5,,low,0.954708325,3
1106,0,sales,1,0.573739005,5,,medium,0.284354873,4
1107,0,support,1,0.913469525,2,,low,0.944673857,3
1108,1,sales,,0.440420358,2,,low,0.460114097,3
1109,0,engineering,,0.559198887,3,,medium,0.532259823,3
1110,0,support,,0.546499076,5,,low,0.530772666,3
1111,0,sales,,0.556667777,3,,high,0.88670061,2
1112,0,,,0.608964346,4,,medium,0.759362175,2
1113,1,finance,,0.741188341,7,,low,0.104809032,4
1114,0,marketing,,0.986669974,4,,medium,0.444667615,4
1115,1,IT,,0.922781863,7,,medium,0.115239558,4
1116,0,marketing,,0.789584714,4,,low,0.720551343,3
1117,0,engineering,,0.390936535,2,,low,0.291351998,3
1118,0,product,,0.889281539,3,,low,0.556841245,3
1119,0,marketing,,0.602514414,4,,medium,0.802818265,3
1120,0,IT,,0.475798971,3,,low,1,3
1121,1,engineering,,0.820451978,6,,low,0.113851441,4
1122,0,IT,1,0.630792014,4,,low,0.727340125,6
1123,0,information_technology,1,0.523769375,5,,medium,0.632211095,5
1124,0,IT,,0.56908337,3,,low,0.864102037,2
1125,1,support,,0.857010939,6,,low,0.101295323,4
1126,1,information_technology,,0.567250085,2,,medium,0.394021726,3
1127,0,product,,0.454340058,5,,medium,0.568615835,4
1128,0,sales,,0.813037991,3,1,medium,0.761751184,3
1129,0,engineering,,0.949635776,5,,medium,0.744309862,4
1130,0,finance,,0.724215381,3,,medium,0.212516938,6
1131,0,,1,0.847270434,6,,low,0.361688635,3
1132,0,sales,,0.721658945,3,,low,0.596700101,3
1133,0,support,,0.717110326,3,,medium,0.527404405,3
1134,0,sales,,0.65443993,3,,high,0.687614659,3
1135,0,engineering,,0.948996474,3,,low,0.492195442,10
1136,0,sales,1,,4,,low,0.882891893,3
1137,0,engineering,1,0.765070272,5,,low,0.816057619,3
1138,0,sales,,,3,,medium,0.919562037,2
1139,0,support,,0.63430887,3,,low,0.508246469,3
1140,0,support,,0.620914274,4,,low,0.562613857,5
1141,0,IT,,0.461668016,2,,low,0.37221534,2
1142,0,sales,,,5,,medium,0.926795551,2
1143,1,sales,,0.549122194,2,,medium,0.440666678,3
1144,0,finance,,0.909662677,5,,medium,0.718058854,2
1145,0,engineering,,0.719745414,5,,medium,0.892897574,6
1146,1,marketing,,0.980792718,4,,medium,0.837694057,5
1147,0,procurement,,0.796978273,3,,high,0.613480797,4
1148,0,engineering,,,5,,low,0.6547894,3
1149,0,sales,,,5,,medium,0.473657573,3
1150,1,support,,0.468641896,2,,low,0.413138861,3
1151,0,sales,1,0.908024452,2,1,medium,0.689759141,2
1152,0,sales,,0.690733497,3,,medium,0.532821336,3
1153,0,sales,,,3,,medium,0.961411275,2
1154,0,finance,,0.629550521,4,,medium,0.476331283,3
1155,0,procurement,,,5,,low,0.62463135,2
1156,0,engineering,,0.883388019,4,,high,0.793870517,4
1157,0,engineering,,0.93346862,4,,low,1,3
1158,1,marketing,,0.426594824,2,,medium,0.373599844,3
1159,0,sales,,,5,,high,0.540515161,2
1160,0,product,,0.371618704,6,,low,0.693150575,2
1161,1,sales,,1,5,,low,0.794377485,5
1162,0,sales,,0.937444575,5,,medium,0.919380212,2
1163,0,IT,,0.550001294,4,,medium,0.673416869,3
1164,0,support,,0.758611779,4,,low,0.636945449,2
1165,1,,,0.61745859,4,,low,0.576067166,3
1166,1,sales,,,2,,low,0.421480176,3
1167,0,IT,,0.517891003,3,,high,0.559123474,2
1168,0,marketing,,0.692790538,2,,low,0.302392489,2
1169,1,sales,,0.48591161,2,,low,0.474480346,3
1170,0,temp,,,1,,low,,
1171,0,,,0.895577388,3,,medium,0.450763812,2
1172,1,IT,,0.826553052,5,,low,0.14652693,4
1173,0,sales,,0.857305275,3,,low,0.90252547,3
1174,0,finance,,0.567818806,3,,low,0.712971655,2
1175,0,IT,,0.502389888,3,,low,0.737950551,3
1176,0,sales,,0.478286345,4,,medium,0.199834264,4
1177,1,engineering,,0.92478098,7,,low,0.071053126,4
1178,0,support,,0.655051026,4,,medium,0.562306555,3
1179,0,sales,,0.606554919,4,,low,0.608561108,3
1180,0,support,,,3,,medium,0.856838184,2
1181,0,information_technology,,0.723253549,4,,low,0.578014695,5
1182,0,,,0.687621808,6,,low,0.78398403,5
1183,0,support,,0.852352026,4,,low,0.948844886,2
1184,1,engineering,,0.466806769,2,,medium,0.37804978,3
1185,0,support,,0.903668851,4,,low,0.726208946,6
1186,0,support,,0.495726361,3,,low,0.542712277,3
1187,0,sales,,0.620239531,3,,medium,0.77683917,2
1188,0,sales,1,0.639231981,3,,low,0.647269963,2
1189,0,sales,,0.814151413,3,,low,0.844768541,3
1190,1,support,,,2,,medium,0.484054396,3
1191,1,,,0.509489254,2,,low,0.40793452,3
1192,0,IT,1,0.562650833,5,,low,0.1214872,4
1193,0,procurement,,0.673508074,6,,medium,0.720368628,3
1194,0,support,,0.76406041,3,,low,0.735327822,2
1195,0,support,,0.395428935,3,,low,0.248789517,3
1196,0,engineering,,,5,,medium,0.89836699,3
1197,0,support,1,0.488403788,4,,high,0.728571501,2
1198,1,marketing,,1,5,,low,0.904151035,6
1199,0,IT,,0.601361577,4,,low,0.543047385,3
1200,1,IT,,0.869456325,4,,low,0.863269018,6
1201,0,support,,,4,,low,0.648158026,3
1202,0,engineering,,0.427938156,5,,medium,0.894727661,5
1203,0,sales,,0.816659538,4,,high,0.69553814,5
1204,1,sales,,0.943018067,6,,low,0.093698734,4
1205,0,sales,1,,3,,low,0.800407739,3
1206,0,support,1,0.808658249,5,,low,0.761965816,3
1207,0,IT,,0.923974942,3,,medium,1,3
1208,0,management,,0.850903444,3,1,high,0.497611631,7
1209,1,sales,,0.506120318,2,,low,0.513168919,3
1210,1,sales,,0.459179997,2,,low,0.438866094,3
1211,0,IT,1,0.452499518,4,,low,0.757109608,5
1212,1,product,,0.552710946,2,,medium,0.431337009,3
1213,1,,,0.580720838,2,,low,0.435423382,3
1214,0,product,,0.864996704,4,,low,0.927151392,7
1215,0,procurement,,0.515680055,4,,medium,0.867957731,2
1216,1,sales,,0.852702089,6,,low,0.069168348,4
1217,0,sales,1,0.548178907,3,,low,0.81474639,3
1218,0,IT,,,3,,low,0.95060149,3
1219,0,product,,0.536586304,4,,low,0.602735225,3
1220,0,IT,,0.867567538,3,,medium,0.856204246,2
1221,0,,,0.58046341,3,,low,1,2
1222,1,engineering,,0.911578489,6,,medium,0.158067353,4
1223,1,sales,,0.872161807,5,,medium,0.763535251,5
1224,0,support,,0.987617557,6,,low,0.866624708,2
1225,1,sales,1,0.842063649,4,,medium,0.81137898,5
1226,0,sales,1,0.982367698,2,,medium,0.313274144,3
1227,0,support,,0.660726722,4,,high,0.642571787,3
1228,1,support,,0.842160035,2,,low,0.548573031,5
1229,0,product,,0.596199669,4,,low,0.847255252,3
1230,0,engineering,,0.920370931,3,,low,0.683881578,3
1231,0,,1,0.383381968,2,1,medium,0.523267724,6
1232,0,sales,,0.944118961,3,,low,0.665434902,3
1233,0,engineering,1,0.612515169,5,,high,0.656167318,2
1234,0,sales,,0.481246866,3,,medium,0.425163129,3
1235,0,support,1,0.881169125,3,,medium,0.762960923,4
1236,0,support,,,3,,low,0.975673762,2
1237,0,support,1,0.874198188,4,,low,0.809299527,8
1238,1,engineering,,0.485207383,2,,medium,0.44641564,3
1239,0,IT,,0.861208541,3,,medium,0.667317146,3
1240,1,procurement,,0.793466502,4,,low,0.740243251,5
1241,0,product,1,,4,,medium,0.860033382,2
1242,1,sales,,0.904587431,4,,low,0.724118807,6
1243,1,procurement,,0.824835185,5,,medium,0.890562711,5
1244,0,support,,0.350566591,5,,low,0.908653402,4
1245,0,support,,0.530183505,5,,medium,0.962945717,2
1246,1,management,,0.943946311,7,,medium,0.171328188,4
1247,0,sales,1,,3,,low,0.809101931,3
1248,0,management,,0.624465356,3,,high,0.543151715,2
1249,1,engineering,1,0.641863755,4,,low,0.150042708,4
1250,1,sales,,0.503116956,2,,medium,0.413635297,3
1251,0,sales,,0.827752892,4,,medium,0.672844296,4
1252,0,sales,,0.924484202,3,,high,0.672942186,10
1253,0,IT,,0.939321132,3,,medium,0.66390603,4
1254,0,engineering,,0.536257006,4,,low,0.668861985,3
1255,0,sales,,0.845509175,4,,medium,0.190022367,5
1256,0,sales,1,0.513127662,6,,medium,0.828954954,6
1257,1,engineering,,0.99068696,7,,low,0.120595317,4
1258,0,information_technology,,0.753758845,3,,low,0.587305086,3
1259,0,IT,,0.66492773,3,,medium,0.499316875,10
1260,0,sales,,,4,,medium,0.583087478,3
1261,0,,,0.892010901,3,,low,0.996331569,3
1262,1,sales,,0.541354259,5,,low,0.75318545,3
1263,0,management,,0.577111816,3,,high,0.481001083,10
1264,0,management,,0.460390099,4,,high,0.562745994,3
1265,0,sales,,1,4,,medium,0.626151591,3
1266,0,support,,0.721643555,3,,low,0.981222949,3
1267,1,sales,,0.90289861,6,,low,0.096139923,4
1268,1,marketing,,0.490911023,2,,high,0.343102602,3
1269,0,sales,,0.645580608,3,,low,0.966508759,4
1270,0,sales,,1,4,,low,0.526994596,3
1271,1,support,,0.867513378,6,,medium,0.152344634,4
1272,1,procurement,,0.899495125,7,,medium,0.110323548,4
1273,0,support,,0.572556021,4,,low,0.610593725,2
1274,0,engineering,,0.965688706,4,,medium,0.723526472,3
1275,0,product,,0.715958251,2,,low,0.406994684,3
1276,0,support,,0.517641652,6,,medium,0.207046529,4
1277,0,management,,0.881912913,4,,high,0.256294631,10
1278,1,sales,,0.875426718,6,,low,0.065908089,4
1279,1,support,,0.819437371,6,,low,0.116133683,5
1280,0,support,,0.795312706,6,,medium,0.265229788,4
1281,1,sales,,0.846535865,6,,low,0.063152834,4
1282,0,IT,1,0.569007539,3,,low,0.653406898,2
1283,0,support,,0.555063541,3,,medium,1,10
1284,1,sales,,0.400482304,4,,low,0.788871104,2
1285,0,support,,0.546113405,4,,high,0.571927703,3
1286,0,sales,,0.636922985,3,,low,0.560352018,5
1287,0,management,,0.717413361,2,,high,0.708972759,10
1288,0,sales,1,0.879359863,3,,medium,0.900959878,7
1289,1,support,,0.525145031,2,,low,0.397215378,3
1290,0,engineering,1,0.67040506,3,,low,0.717261427,2
1291,0,admin,,0.401893851,4,,high,0.57928499,5
1292,0,engineering,,0.931018345,2,,medium,0.711615438,3
1293,1,product,,0.901933425,7,,low,0.12994675,4
1294,0,support,1,0.904796432,5,,low,0.972930563,2
1295,0,,1,0.648321505,3,,low,0.734001665,2
1296,0,management,,0.598116203,3,,medium,0.541333385,3
1297,0,sales,1,0.967075339,5,,low,0.623702917,3
1298,0,marketing,,0.972839948,2,,medium,0.745279061,3
1299,0,,,0.478389434,4,,low,0.690391808,3
1300,0,admin,,0.807872303,4,,medium,0.765409217,3
1301,0,support,,0.787332843,3,,low,0.466519557,3
1302,1,sales,1,0.495390132,2,1,low,0.513384088,3
1303,0,sales,,,4,,low,0.862201506,2
1304,0,marketing,,0.811296965,4,,medium,0.534878454,6
1305,1,IT,,0.56249098,2,,medium,0.427357337,3
1306,0,IT,,0.80588408,4,,low,0.772047523,4
1307,0,information_technology,,0.463153263,4,,low,0.88236776,2
1308,1,sales,,0.899449362,2,,medium,0.457238622,4
1309,0,sales,,0.509435458,3,,medium,0.66944357,4
1310,0,product,,0.869228715,3,,medium,0.69649172,3
1311,0,sales,,0.72442841,4,,medium,0.248993311,10
1312,0,engineering,,0.626375767,3,,medium,0.705346963,3
1313,0,temp,,,3,,medium,,
1314,1,finance,1,0.462323756,2,,medium,0.372069764,3
1315,1,finance,,0.980679118,5,,medium,0.923563258,6
1316,0,IT,,0.909479596,5,,low,0.591722934,3
1317,0,,,0.527872572,3,,medium,0.853345492,3
1318,0,engineering,,0.534483699,3,,low,0.261030965,3
1319,0,sales,,0.549911651,3,,low,0.19870535,6
1320,0,management,,0.874042749,5,,high,0.833851853,3
1321,0,engineering,,0.547115565,3,,low,0.622787925,4
1322,0,sales,,,5,,low,0.727519774,3
1323,0,temp,,,2,,low,,
1324,0,engineering,,0.509907583,4,,low,0.692910738,2
1325,0,sales,,0.860493075,5,,low,0.647725983,3
1326,0,sales,,0.631199102,3,,medium,1,3
1327,0,procurement,,,3,,medium,0.900620248,3
1328,0,sales,,0.734341491,5,,medium,0.928539115,3
1329,1,sales,,0.850340643,6,,medium,0.112386182,4
1330,0,sales,,0.513959448,4,,medium,0.783667298,4
1331,0,product,,0.716108482,5,,medium,1,2
1332,0,information_technology,,0.528442833,3,,high,0.729664436,2
1333,1,IT,,0.460131608,2,,low,0.406634775,3
1334,1,engineering,,0.897986515,6,,low,0.099898499,4
1335,0,support,,0.450234146,4,,low,0.300548313,2
1336,0,support,,0.606635303,3,,low,0.140819897,5
1337,0,IT,,0.884544606,5,,low,0.373239796,5
1338,0,product,,0.331319539,3,,medium,0.818834205,3
1339,0,IT,,0.851647563,4,,medium,0.564677659,3
1340,0,management,1,0.754538237,4,,high,0.753508972,10
1341,0,sales,,0.981904811,3,,medium,0.163468921,6
1342,1,IT,,0.459330558,2,,low,0.422624616,3
1343,0,sales,,0.618434426,3,,medium,0.974342557,2
1344,1,product,,1,5,,medium,0.75766008,5
1345,1,sales,,0.896066274,7,,low,0.101141211,4
1346,1,sales,,0.890489177,5,,low,0.864742808,5
1347,0,engineering,,0.749538998,3,,medium,0.773856986,3
1348,0,sales,,0.819667887,4,,medium,0.771185679,3
1349,0,procurement,,0.666487334,4,,medium,0.837521753,3
1350,0,IT,,0.910170616,3,,low,0.754278086,4
1351,0,marketing,,0.791638572,3,,medium,0.869482955,4
1352,0,product,,0.591211219,4,,medium,0.803969245,2
1353,0,marketing,,0.840970079,5,,low,0.943672169,2
1354,0,finance,,0.714130947,2,,medium,0.494708644,4
1355,1,sales,,0.441860914,2,,low,0.388757459,3
1356,0,support,,0.912841074,5,,medium,0.57120982,4
1357,0,,,0.448050634,3,,low,0.544730111,3
1358,0,marketing,,0.754045576,3,,medium,0.807483058,2
1359,1,engineering,1,0.861127783,4,,medium,0.895329664,6
1360,1,engineering,,0.815264466,6,,high,0.079293908,4
1361,0,sales,,1,6,,low,0.708851268,5
1362,0,finance,1,,3,,low,0.667533728,2
1363,0,temp,,,2,,low,,
1364,0,engineering,,0.458400986,4,,low,0.349392913,4
1365,1,support,,1,7,,medium,0.095308297,4
1366,1,IT,,0.929857843,7,,low,0.161744242,4
1367,0,product,,0.816523432,3,,low,0.623785544,2
1368,0,sales,1,1,5,,low,0.589860502,3
1369,0,IT,1,0.905827985,5,,medium,0.792328355,3
1370,0,sales,,,2,,low,0.581412058,3
1371,0,support,1,0.779255611,3,,high,0.922646547,3
1372,1,marketing,,1,4,,low,0.799625748,5
1373,0,finance,,0.484005037,4,,medium,0.701233824,5
1374,0,product,1,0.643969483,4,,high,0.957438906,3
1375,0,management,,1,3,,low,1,3
1376,0,support,,0.765215695,4,,medium,1,2
1377,1,engineering,,0.470158542,2,,medium,0.324910985,3
1378,0,sales,,0.54843752,4,,medium,1,4
1379,0,support,,0.463706002,4,,medium,0.450383633,4
1380,0,engineering,,0.41973002,2,,medium,0.542657407,2
1381,1,sales,,0.55972828,2,,low,0.435817291,3
1382,0,support,,0.442696639,3,,low,0.399339949,10
1383,0,temp,,,2,,medium,,
1384,0,management,,,4,1,high,0.385497636,3
1385,0,IT,1,0.798178173,5,,low,0.505380221,3
1386,0,sales,,0.764004304,3,,low,0.236020859,6
1387,0,support,,0.802171603,5,,low,0.608538047,3
1388,0,product,,0.740790515,4,,low,0.233473006,5
1389,0,finance,,0.584728489,3,,medium,0.94593962,2
1390,0,engineering,1,0.858913677,4,,low,0.990410087,3
1391,0,sales,,0.506778136,6,,medium,0.92372344,5
1392,0,product,1,0.751956189,4,,low,0.563449685,3
1393,0,support,,0.752920501,4,,low,0.719978303,2
1394,0,support,,0.951709879,5,,medium,0.148127113,3
1395,0,sales,,0.615254643,4,,low,0.754371805,2
1396,1,IT,,0.53635524,2,,medium,0.455880836,3
1397,0,procurement,1,0.582671826,3,,low,0.799591751,3
1398,0,sales,,0.770011121,4,,medium,0.376760665,6
1399,0,management,,0.728579291,4,,medium,0.748626919,10
1400,0,engineering,,0.610198685,5,,medium,0.796878957,2
1401,0,management,,,3,,high,0.591071294,2
1402,0,engineering,1,0.556464799,3,,medium,0.638211367,3
1403,0,IT,,0.727617753,4,,low,0.883728859,2
1404,0,sales,,0.608459088,4,,high,0.794262524,3
1405,0,procurement,,0.580802174,4,,low,0.761023422,2
1406,0,sales,,0.455871112,5,,low,0.895445491,6
1407,0,temp,,,2,,medium,,
1408,1,sales,,0.442979906,2,,low,0.418730601,3
1409,1,engineering,,0.936728922,4,,low,0.899674729,6
1410,1,engineering,,0.825320022,6,,low,0.115863048,4
1411,0,management,,0.538401577,5,,low,0.714342402,4
1412,0,engineering,,0.596829367,4,,medium,0.572246671,3
1413,0,sales,,0.419798967,5,,medium,0.621561635,3
1414,1,support,,0.868379468,6,,medium,0.119199637,4
1415,0,support,,0.463365979,4,,low,0.363526711,3
1416,0,sales,,0.618708684,3,,medium,0.619661134,3
1417,0,sales,,0.594468714,3,,low,0.523874185,2
1418,0,sales,1,0.912404371,3,,medium,0.783491176,2
1419,0,procurement,,0.479051778,2,,high,0.541475932,2
1420,0,sales,,0.553096562,4,,low,0.167053615,6
1421,0,,,0.831767739,4,,medium,0.705573196,3
1422,1,sales,,0.551225089,7,,low,0.210583533,3
1423,0,sales,,0.81746693,4,,medium,0.959413245,4
1424,0,engineering,,0.603556864,5,,medium,0.485212983,5
1425,0,finance,1,0.840378348,5,,medium,0.653225096,3
1426,1,,,0.436839315,2,,medium,0.423205214,3
1427,1,product,,0.889115359,7,,low,0.091954965,4
1428,0,sales,,0.583909476,5,,high,0.724005452,3
1429,1,,,0.845922286,6,,medium,0.108951108,4
1430,0,engineering,,0.606940206,4,,low,1,3
1431,0,IT,1,0.680349485,4,,low,0.720199758,4
1432,1,support,,0.581603835,2,,medium,0.435751451,3
1433,1,marketing,,0.534036805,2,,medium,0.435370672,3
1434,0,finance,,0.901340066,5,1,medium,0.905492006,6
1435,1,marketing,,0.993980545,7,,medium,0.168066725,4
1436,0,sales,,0.881590466,3,,medium,0.285480583,4
1437,1,engineering,,0.873009877,5,,medium,0.558174817,4
1438,0,IT,,0.448956772,4,,low,0.94399821,7
1439,0,finance,,0.943737769,3,,medium,0.490604506,3
1440,0,sales,,0.987378803,3,,medium,0.711782397,3
1441,0,sales,,0.965473624,5,,low,0.921511143,2
1442,1,support,,0.898939895,7,,low,0.08636074,4
1443,1,sales,,0.950147437,6,,medium,0.490095895,3
1444,0,temp,1,,3,,low,,
1445,0,support,,,3,,low,0.503268276,2
1446,0,procurement,,0.926858066,5,1,medium,0.861973292,2
1447,1,engineering,,0.507109238,2,,low,0.353698845,3
1448,0,engineering,,0.952330585,5,,high,0.646374097,2
1449,0,sales,,0.386056396,3,,medium,0.527374016,3
1450,0,support,,0.60825286,3,,medium,0.8225833,3
1451,0,support,1,0.376777139,5,,high,0.783144153,4
1452,0,sales,,0.413335651,3,,low,0.412823188,2
1453,0,sales,,0.93784444,5,,medium,0.710721052,3
1454,0,sales,,0.546788241,4,,medium,0.701998749,3
1455,0,support,,0.480632327,4,,medium,0.700924756,3
1456,0,finance,,0.768242848,3,,low,0.290318032,5
1457,1,sales,,0.525891865,2,,low,0.410286692,3
1458,1,IT,,0.53147199,2,,low,0.450861355,3
1459,0,finance,1,0.809172352,5,,high,0.596413309,2
1460,0,marketing,,0.749907752,3,,low,0.7023253,3
1461,0,marketing,,0.65667825,2,,low,1,4
1462,0,support,,0.627051928,3,,medium,0.282010092,4
1463,0,engineering,,0.998916747,4,,low,0.677278872,3
1464,0,product,,0.991862967,3,,medium,0.833705096,2
1465,0,information_technology,,0.633354091,2,,low,1,2
1466,1,management,,0.837546798,4,,low,0.783020588,5
1467,0,engineering,1,,4,,medium,0.572988894,3
1468,0,engineering,,0.862678127,3,1,low,0.600037541,4
1469,1,support,,0.48680622,2,,low,0.415468123,3
1470,1,sales,1,0.503339046,2,,low,0.50147491,3
1471,0,support,,0.96424459,3,,medium,0.110045341,2
1472,0,sales,1,0.994033025,5,,low,0.658299358,3
1473,0,engineering,,0.78157977,5,,medium,0.729122678,2
1474,0,sales,1,0.950733652,4,,low,0.701070027,2
1475,1,management,,0.598175223,4,1,low,0.79845306,3
1476,0,engineering,,0.662469247,3,,medium,0.564086284,6
1477,1,finance,,0.469178728,7,,medium,0.19818972,5
1478,0,sales,,0.991719017,4,,medium,0.716369534,2
1479,0,sales,,0.755813042,5,,medium,0.799777922,4
1480,0,sales,,0.720664488,3,,medium,0.572178252,3
1481,0,support,,0.563205796,3,,medium,0.621469558,3
1482,0,information_technology,,0.612116804,4,,medium,0.927103096,3
1483,0,marketing,,0.4703033,5,,low,0.570004264,3
1484,0,product,,0.500022938,5,,low,0.515826823,5
1485,0,sales,,0.707904116,3,,medium,0.618752498,3
1486,0,sales,,1,5,,high,0.957896662,2
1487,0,product,,,3,,medium,0.739018512,3
1488,0,support,1,0.591148658,5,,high,0.701686685,2
1489,0,sales,,0.727750382,4,,low,0.584864308,2
1490,0,sales,,0.644930208,5,,low,0.510443978,3
1491,0,support,1,0.863529309,3,,low,0.517247752,3
1492,0,sales,,0.828419183,5,,low,0.292951434,4
1493,0,sales,,0.581207285,3,,medium,0.577079776,2
1494,0,engineering,,,3,,medium,0.938101517,3
1495,0,engineering,,0.839688639,5,,low,0.874746951,3
1496,0,sales,,0.484577398,5,,medium,0.779698372,3
1497,0,sales,,0.594988974,3,,medium,0.873620885,7
1498,0,product,,0.555223681,4,,low,0.819348224,2
1499,0,engineering,1,0.626628147,4,,low,0.550100791,3
1500,0,engineering,1,0.942203069,5,,low,0.918000187,3
1501,1,sales,1,0.812505679,5,,medium,0.793790868,5
1502,1,sales,,0.507349067,2,,medium,0.434845219,3
1503,0,admin,,0.931475282,4,,low,0.286521555,4
1504,0,support,1,0.949734242,4,,medium,0.426467025,6
1505,0,engineering,1,0.461296817,4,,low,0.802326618,3
1506,0,support,,0.84527539,6,,low,0.803379499,3
1507,0,sales,,0.661335942,3,,medium,0.679222912,3
1508,0,sales,,0.87796538,5,,medium,0.679141573,3
1509,0,sales,,,4,,medium,0.801094149,2
1510,0,sales,,,4,,medium,0.950565085,3
1511,0,sales,,,3,,low,0.674315022,2
1512,0,support,,,5,,low,0.907655302,3
1513,0,sales,,0.784681584,3,,medium,0.642427141,2
1514,0,management,,0.695355089,6,,low,0.751240124,3
1515,0,support,,0.70634158,4,,low,0.554761325,4
1516,0,support,,0.947691907,5,,low,0.690981309,3
1517,0,engineering,,0.920259423,4,,low,0.917075832,2
1518,0,marketing,,0.767393339,3,,low,0.961320416,3
1519,0,support,,0.619657326,4,1,medium,0.461134412,2
1520,0,engineering,,0.639983971,3,,low,0.698408448,2
1521,0,product,,0.924068646,4,,medium,0.759604592,2
1522,0,sales,,0.779151895,3,,low,0.899957188,4
1523,0,sales,,0.510090801,3,,low,0.452710941,2
1524,0,sales,,0.66360242,4,,medium,0.576504901,2
1525,0,marketing,,0.543040195,4,,medium,0.73257431,3
1526,0,engineering,,0.806382475,5,1,low,0.483001056,4
1527,0,sales,,0.696304667,3,,low,1,3
1528,0,engineering,,0.526861057,5,,low,0.887488845,6
1529,0,marketing,,0.968390905,3,,medium,0.890516838,2
1530,1,support,,0.474857935,2,,low,0.40822431,3
1531,0,marketing,,0.575614895,3,,low,0.900264787,3
1532,0,IT,,,3,,low,0.958840717,3
1533,0,engineering,,0.524787316,3,,medium,0.54692747,2
1534,0,support,1,0.573394292,4,,medium,0.726333539,4
1535,0,,,,4,,medium,0.567734377,3
1536,0,management,,,5,,low,0.694261504,2
1537,0,marketing,,0.589180966,3,,medium,0.597185926,6
1538,1,sales,,0.539839775,2,,medium,0.402088745,3
1539,0,engineering,1,0.824816475,5,,medium,0.697066015,6
1540,0,support,,0.922187107,4,,medium,0.667012955,4
1541,0,finance,,0.571972229,3,,high,0.880067953,3
1542,0,support,,0.952939786,4,,low,0.498345819,2
1543,0,engineering,,,3,,high,1,2
1544,0,marketing,,0.556436424,3,,low,0.54209761,4
1545,0,engineering,,0.59512996,4,,low,0.505845388,3
1546,1,engineering,,0.449494332,2,,medium,0.383213514,3
1547,0,finance,,0.852948165,4,,medium,0.79757136,8
1548,0,sales,1,0.608949443,3,,medium,0.692931881,3
